@relation observations_20.arff

@attribute THROWS numeric
@attribute DEREFERNCES numeric
@attribute NEW numeric
@attribute STATEMENTS numeric
@attribute INVOCATIONS numeric
@attribute GOTO numeric
@attribute LOCALS numeric
@attribute EQUAL numeric
@attribute IF numeric
@attribute FIELDS_WRITTEN numeric
@attribute FIELDS numeric
@attribute ASSIGNMENTS numeric
@attribute class {hot,cold}

@data
0,3,0,12,2,3,13,3,3,1,2,6,hot
0,8,4,49,26,4,75,4,4,1,7,35,cold
0,4,0,12,0,4,13,4,4,1,3,6,hot
0,3,0,10,0,3,11,3,3,1,2,5,hot
0,7,4,47,26,3,74,3,3,0,6,34,cold
0,3,0,10,0,3,12,3,3,0,2,5,hot
0,2,0,8,0,2,10,2,2,0,1,4,hot
0,8,4,52,28,4,79,4,4,1,7,37,cold
0,4,0,15,2,4,17,4,4,1,3,8,hot
0,3,0,13,2,3,15,3,3,1,2,7,hot
0,8,4,50,26,4,77,4,4,1,7,36,cold
0,4,0,13,0,4,15,4,4,1,3,7,hot
0,3,0,11,0,3,13,3,3,1,2,6,hot
0,7,4,48,26,3,76,3,3,0,6,35,cold
0,3,0,11,0,3,14,3,3,0,2,6,hot
0,2,0,9,0,2,12,2,2,0,1,5,hot
0,1,0,6,4,0,5,0,0,0,0,0,hot
0,2,0,18,6,5,18,1,3,0,1,7,hot
0,2,0,17,6,4,18,1,3,0,1,7,hot
0,2,0,13,5,3,12,1,2,0,1,5,hot
0,2,0,12,5,2,12,1,2,0,1,5,hot
0,1,0,3,1,0,1,0,0,0,0,0,hot
0,4,0,8,2,0,6,0,0,4,4,7,hot
0,5,3,18,4,3,23,0,2,2,3,10,hot
0,3,2,11,3,1,13,0,1,2,2,6,hot
0,0,1,3,1,0,3,0,0,0,0,1,hot
0,2,0,4,0,1,4,0,1,0,0,0,hot
0,2,0,8,2,3,11,2,3,0,0,2,hot
0,4,0,12,2,4,19,3,4,0,2,5,hot
0,6,0,16,3,5,27,3,5,0,4,8,hot
0,6,0,16,3,5,27,3,5,0,4,8,hot
0,2,0,5,0,2,5,1,2,0,0,0,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,1,0,3,1,0,2,0,0,0,0,0,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,3,0,5,0,0,9,0,0,0,2,3,hot
0,7,0,25,9,4,46,2,2,0,4,10,hot
0,7,0,24,9,3,45,2,2,0,4,10,hot
0,7,0,17,6,1,33,1,1,0,4,7,hot
0,1,0,6,1,2,6,0,1,0,0,2,hot
0,1,0,5,1,1,6,0,1,0,0,2,hot
0,4,2,23,11,4,36,3,3,0,2,13,hot
0,4,1,12,3,2,17,2,2,0,2,6,hot
0,3,1,8,1,1,10,1,1,0,1,3,hot
0,1,0,3,1,0,2,0,0,0,0,0,hot
0,3,0,7,1,2,6,0,1,1,3,4,hot
0,2,0,4,0,1,4,0,1,0,2,2,hot
0,4,1,12,5,0,17,0,0,1,3,8,hot
0,1,0,3,1,0,2,0,0,0,0,0,hot
0,2,0,4,1,0,4,0,0,0,0,0,hot
0,3,5,45,21,6,67,4,4,0,0,29,cold
0,3,7,62,29,10,97,5,7,0,0,37,cold
0,3,7,57,27,8,88,5,6,0,0,35,cold
0,3,7,61,28,10,95,5,7,0,0,37,cold
0,3,7,56,26,8,86,5,6,0,0,35,cold
0,3,3,28,11,3,39,2,2,0,0,18,hot
0,3,4,40,17,6,58,4,4,0,0,25,cold
0,3,6,57,25,10,88,5,7,0,0,33,cold
0,3,6,52,23,8,79,5,6,0,0,31,cold
0,3,6,56,24,10,86,5,7,0,0,33,cold
0,3,6,51,22,8,77,5,6,0,0,31,cold
0,3,2,23,7,3,30,2,2,0,0,14,hot
0,2,0,6,2,0,7,0,0,0,1,2,hot
0,2,2,8,3,0,12,0,0,0,0,3,hot
0,5,3,35,18,5,57,2,4,0,3,23,cold
0,4,2,27,12,5,43,2,4,0,2,17,cold
0,4,2,25,11,4,40,2,3,0,2,16,hot
0,4,2,23,10,3,37,2,2,0,2,15,hot
0,5,3,34,18,4,56,2,4,0,3,23,cold
0,4,2,26,12,4,42,2,4,0,2,17,cold
0,4,2,24,11,3,39,2,3,0,2,16,hot
0,4,2,22,10,2,36,2,2,0,2,15,hot
0,3,1,19,10,3,29,1,1,0,1,11,hot
0,2,2,20,11,2,30,1,1,0,0,10,hot
0,2,0,6,2,0,8,0,0,0,1,2,hot
0,4,0,15,4,4,27,3,4,0,0,9,hot
0,6,0,26,7,8,47,5,7,0,0,16,cold
1,3,1,20,5,6,32,3,5,0,0,11,hot
0,5,0,22,5,7,39,4,6,0,0,13,hot
1,2,1,16,3,5,24,2,4,0,0,8,hot
1,1,1,9,2,2,12,1,2,0,0,4,hot
1,1,1,6,2,1,7,1,1,0,0,2,hot
0,1,0,5,1,2,5,1,2,0,0,1,hot
0,4,1,29,11,8,45,2,6,0,1,16,cold
0,3,0,21,5,8,31,2,6,0,0,10,hot
0,6,2,38,17,8,64,2,7,0,2,24,cold
0,5,1,30,11,8,50,2,7,0,1,18,cold
0,4,1,29,11,8,47,2,7,0,1,17,cold
0,3,0,21,5,8,33,2,7,0,0,11,hot
0,2,1,19,9,4,29,1,4,0,1,11,hot
0,1,0,11,3,4,15,1,4,0,0,5,hot
0,1,0,3,0,1,2,1,1,0,0,0,hot
0,5,2,21,13,0,38,0,0,0,3,16,hot
0,2,2,12,7,0,20,0,0,0,1,8,hot
0,1,1,16,4,3,29,2,2,0,0,11,hot
0,1,1,10,2,1,15,1,1,0,0,7,hot
0,1,1,8,4,0,12,0,0,0,0,4,hot
0,4,0,6,0,1,6,0,1,0,0,0,hot
0,4,1,13,1,3,23,1,3,0,0,4,hot
0,4,0,11,1,3,18,1,3,0,0,2,hot
0,4,1,10,1,2,16,1,2,0,0,2,hot
0,4,0,6,1,0,4,0,0,3,4,5,hot
0,0,0,1,0,0,0,0,0,0,0,0,hot
0,1,1,9,4,1,11,0,0,0,0,4,hot
0,1,0,7,3,0,11,0,0,0,0,4,hot
0,3,0,5,1,0,6,0,0,0,0,0,hot
0,1,0,3,1,0,2,0,0,0,0,0,hot
0,1,0,4,2,0,4,0,0,0,0,1,hot
0,1,1,8,5,0,11,0,0,1,1,6,hot
0,31,2,49,7,4,73,1,3,15,26,35,cold
0,31,2,48,7,3,73,1,3,15,26,35,cold
0,30,2,48,7,4,72,1,3,14,25,34,cold
0,30,2,47,7,3,72,1,3,14,25,34,cold
0,30,2,48,7,4,72,1,3,14,25,34,cold
0,30,2,47,7,3,72,1,3,14,25,34,cold
0,29,2,47,7,4,71,1,3,13,24,33,cold
0,29,2,46,7,3,71,1,3,13,24,33,cold
0,7,0,16,0,5,22,0,3,2,6,9,hot
0,10,0,20,2,4,27,0,3,4,9,12,hot
0,8,0,17,0,5,26,0,3,2,7,10,hot
0,11,0,21,2,4,31,0,3,4,10,13,hot
0,8,0,15,0,3,25,0,2,2,7,10,hot
0,11,0,19,2,2,30,0,2,4,10,13,hot
0,17,1,21,2,0,21,0,0,16,16,17,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,4,0,5,0,0,6,0,0,2,2,2,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,2,0,4,1,0,4,0,0,0,0,0,hot
0,5,0,6,0,0,7,0,0,2,2,2,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,5,1,0,6,0,0,0,1,1,hot
0,3,0,6,0,2,7,1,1,0,2,2,hot
0,2,0,5,0,1,6,1,1,0,1,2,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,3,0,0,4,0,0,0,1,1,hot
0,3,0,4,0,0,4,0,0,1,1,1,hot
0,2,0,6,2,1,9,0,1,0,1,3,hot
0,3,1,14,6,3,22,0,3,0,2,8,hot
0,3,1,14,6,3,22,0,3,0,2,8,hot
1,4,2,14,5,2,22,0,2,0,3,8,hot
0,2,0,18,7,5,28,3,4,0,1,11,hot
0,2,0,17,6,5,26,3,4,0,1,10,hot
0,2,0,14,5,4,20,3,3,0,1,8,hot
0,2,0,7,2,1,10,1,1,0,1,4,hot
0,1,1,12,8,1,20,1,1,0,0,8,hot
0,1,0,4,1,1,4,1,1,0,0,1,hot
0,1,0,4,1,1,4,1,1,0,0,1,hot
0,3,0,9,2,3,12,2,3,0,2,4,hot
0,4,0,17,6,5,26,3,5,0,3,10,hot
0,4,0,24,9,8,36,4,7,0,3,14,hot
0,4,0,20,7,7,29,4,6,0,3,11,hot
0,4,0,13,4,4,19,3,4,0,3,7,hot
0,3,0,14,5,4,21,3,4,0,2,8,hot
0,3,0,21,8,7,31,4,6,0,2,12,hot
0,3,0,17,6,6,24,4,5,0,2,9,hot
0,3,0,10,3,3,14,3,3,0,2,5,hot
0,7,4,52,30,8,90,6,6,0,5,34,cold
0,7,3,37,19,6,62,5,5,0,5,23,cold
0,6,3,44,24,8,74,6,6,0,4,28,cold
0,6,2,29,13,6,46,5,5,0,4,17,cold
0,7,3,41,22,6,71,5,5,0,5,27,cold
0,7,2,26,11,4,43,4,4,0,5,16,cold
0,6,2,33,16,6,55,5,5,0,4,21,cold
0,6,1,18,5,4,27,4,4,0,4,10,hot
0,6,3,37,20,5,64,4,4,0,4,24,cold
0,6,2,22,9,3,36,3,3,0,4,13,hot
0,5,2,29,14,5,48,4,4,0,3,18,cold
0,5,1,14,3,3,20,3,3,0,3,7,hot
0,6,0,23,9,4,41,3,3,0,3,10,hot
0,6,0,16,6,2,29,2,2,0,3,6,hot
0,5,0,20,8,4,34,3,3,0,2,8,hot
0,5,0,13,5,2,22,2,2,0,2,4,hot
0,3,0,6,2,0,9,0,0,0,0,0,hot
0,3,0,8,3,0,14,0,0,0,0,1,hot
0,1,0,3,1,0,2,0,0,0,0,0,hot
0,4,2,20,8,2,32,0,2,0,1,13,hot
0,5,3,30,10,5,49,0,4,0,1,19,cold
0,4,3,28,4,8,45,0,6,0,0,16,hot
0,4,3,29,5,8,46,0,6,0,0,16,hot
0,2,2,21,3,6,32,0,5,0,0,12,hot
0,2,2,22,4,6,33,0,5,0,0,12,hot
0,3,2,18,2,5,28,0,4,0,0,10,hot
0,3,2,19,3,5,29,0,4,0,0,10,hot
0,1,1,11,1,3,15,0,3,0,0,6,hot
0,1,1,12,2,3,16,0,3,0,0,6,hot
0,2,7,35,20,3,55,0,2,0,1,18,hot
0,2,7,31,18,1,48,0,1,0,1,17,hot
0,2,0,9,2,2,10,0,2,0,1,3,hot
0,1,0,7,1,2,8,0,2,0,0,2,hot
0,2,0,7,2,1,7,0,1,0,1,2,hot
0,7,0,19,6,4,28,2,4,2,5,11,hot
0,6,0,18,6,4,27,2,4,1,4,10,hot
0,5,0,15,5,3,23,2,3,1,3,8,hot
0,7,0,25,9,6,39,3,6,2,5,14,hot
0,6,0,24,9,6,38,3,6,1,4,13,hot
0,5,0,21,8,5,34,3,5,1,3,11,hot
0,7,0,24,8,6,37,3,6,2,5,14,hot
0,6,0,23,8,6,36,3,6,1,4,13,hot
0,5,0,20,7,5,32,3,5,1,3,11,hot
0,7,0,18,5,4,26,2,4,2,5,11,hot
0,6,0,17,5,4,25,2,4,1,4,10,hot
0,5,0,14,4,3,21,2,3,1,3,8,hot
0,7,0,24,8,6,37,3,6,2,5,14,hot
0,6,0,23,8,6,36,3,6,1,4,13,hot
0,5,0,20,7,5,32,3,5,1,3,11,hot
0,7,0,23,7,6,35,3,6,2,5,14,hot
0,6,0,22,7,6,34,3,6,1,4,13,hot
